core_rho,core_phi
0.0001,0.07638588
0.00014151758039447285,0.07638588
0.0005566933843392013,0.07638588
0.004708451423786487,0.07638587999999992
0.046226031818259336,0.07638587999999166
0.4614018357629878,0.07638587999916915
4.109387596774076,0.07638587993409562
17.645178103381117,0.07638587878489984
50.40073087989148,0.07638587008634848
112.76889799254818,0.07638583037064242
215.0749840911846,0.07638569947398985
367.11574193301675,0.07638535402389944
578.0472860708018,0.07638457597248756
856.4093157313664,0.07638301764934138
1210.1929166235227,0.0763801643006581
1646.9180889619684,0.07637529467209213
2173.7103695012866,0.07636743987269871
2797.3752653600554,0.076355340467363
3524.4729384351026,0.07633740142972628
4361.397756614021,0.0763116441772429
5314.466648911655,0.07627565442474822
6390.02438210089,0.07622652377596857
7594.573563124391,0.07616078192267778
8934.94491273686,0.07607431440959168
10418.528086293854,0.07596225807905889
12053.5987266581,0.07581886115958884
13849.80008780228,0.0756372859781386
15818.883132973777,0.07540931525660903
17975.896515528097,0.075124889400708
20341.20775476573,0.07477133043084316
22944.176964285267,0.07433194137305252
25830.411292885772,0.0737832433242406
28125.041068715644,0.07330101263854863
30419.670844545515,0.07277820090666022
34522.24557347618,0.07174298887024734
38775.80966143439,0.0705350341991908
42831.49333823369,0.06925767846944568
47092.982129059805,0.06778631580381868
50970.91282481961,0.06633549360285408
54885.758932685414,0.06476632824333077
58854.01168166719,0.06307277698915821
60263.08308535341,0.06244737962625316
61672.15448903964,0.0618097590378505
64322.66175495635,0.06057815312752984
68555.09345761307,0.058528188771361206
72027.29015164285,0.05677475802779343
75499.48684567264,0.054961660495057116
77940.79050826005,0.05365375387875222
80382.09417084746,0.05232049244185004
84229.53210945195,0.050172229870642085
87824.64387507198,0.048118447219565305
91419.75564069202,0.04602601293279972
94777.04106228959,0.044042494375983905
98128.50022907194,0.04203908096485288
101479.9593958543,0.04001727601551199
104670.40290676846,0.038079955012560215
109965.50552819241,0.034848607706967454
112085.19831426427,0.03355289648525315
114204.89110033613,0.032257681704928876
119481.29638605572,0.0290430578410472
124675.89566106643,0.025904432646529675
127766.1204527814,0.024055885080960897
130856.34524449636,0.022224939726231994
135113.20930922555,0.01973690202072094
140644.29141569592,0.016573915297967676
146254.56642366166,0.013460005954618265
152022.58693877942,0.010372168553884587
157961.58860620527,0.007327403085627418
164084.89707787847,0.00434498625042779
170401.95571708135,0.0014483383400016175
176917.77085300224,-0.001335366265661107
183633.6805991325,-0.003976455149631264
190765.6470571757,-0.006517510531719477
197884.82282633358,-0.008775489338249742
205221.10042480842,-0.010806254784343572
209056.94233309635,-0.011747722872128896
211088.89580265014,-0.012212981473252078
213120.84927220392,-0.01265511859789562
221252.0321946143,-0.014194633056095505
229085.63735896448,-0.015335711596449938
237110.84798691838,-0.01616752229039895
244201.76244894092,-0.01663028534032583
250786.12656206422,-0.016842619781660014
259138.6736976326,-0.016829114261047117
267373.98198835325,-0.016529549727329697
275556.04950993124,-0.015977166989531742
283561.7883649814,-0.015217855309462189
291567.5272200316,-0.014269453726892535
299561.83060998947,-0.01316126188893014
305602.2138966635,-0.01223389829500664
311642.59718333755,-0.0112420473009846
317108.4542421312,-0.010298576436673073
325221.4568401451,-0.008835986402538066
333344.53690357396,-0.0073204024998998335
341587.62989247334,-0.005755479957460426
349467.7967768497,-0.004256096337329251
358071.7439509912,-0.0026381535519502996
366903.31780107337,-0.0010210431624243879
376038.3055068317,0.0005827244474904164
386238.17767116753,0.0022665537136160275
396177.08840246085,0.0037782418346106947
406768.36047204,0.005231142546673544
412781.2517167585,0.005978353431861733
418228.6118611451,0.006604954466734501
430324.3542766889,0.00782179789710224
438273.0463581736,0.008489719802440902
446221.7384396583,0.00905432444822403
453674.05284055247,0.009491952366885388
461126.3672414466,0.009843708879989328
470041.0835772162,0.010156753278914287
481790.6279913541,0.010401869742806068
492823.8427542203,0.010474171436156903
505736.68526382104,0.01038786795565017
512001.9173351052,0.010287517995378668
517267.2273245271,0.010176911536682234
522532.537313949,0.01004436829513694
532229.3558787575,0.009749284351714814
539748.6255653361,0.009481165263874816
546563.6334289769,0.009213331146065812
559889.7874122368,0.008635783473261983
566755.4253613536,0.008317194143438851
571511.7199605801,0.008090406870010287
576268.0145598067,0.007859791806957108
582040.2590156654,0.00757613247506837
590197.9899626182,0.007171054083287538
598355.720909571,0.006764711867308325
606283.7908441387,0.006372041371208395
614211.8607787064,0.005984515169747764
621380.9027551735,0.00564063048099181
631858.5014938134,0.005152589374397516
